m1,m2,N_idx,N,S1,S2,loss_S1_vs_N,lp_N_given_m1,lp_S1_given_m1,lp_N_given_m2,lp_S1_given_m2,loss_S2_vs_N,lp_S2_given_m2,lp_S2_given_m1,loss_rank1,loss_rank2,worst_rank_of_two,p_N_given_m1_decile,p_N_given_m2_decile,selected_for_human_testing
bert,bigram,2859,The poor woman is barely clinging to life,The poor woman is barely clinging to life,The first traces remain vigilant precautions to vote,0.0,-46.06299591064453,-46.06299591064453,-107.780029296875,-107.780029296875,-43.502098083496094,-107.4921875,-89.56509399414062,98.5,49.0,98.5,8,6,False
bert,bigram,2920,I saw myself lose to a yellow rush,I watched myself bite inside another ripe strawberry,He congratulated myself unattractive to be quintessential misunderstood,-25.48291015625,-59.41117858886719,-58.40159606933594,-118.040771484375,-143.523681640625,-113.2131805419922,-117.75732421875,-172.62435913085938,23.0,5.0,23.0,2,2,False
bert,bigram,2939,Just pound a bunch of psycho and alcohol,Dos hurry a bout and gon see dem,Bread hesitated a result in acknowledgment and Nagasaki,-41.96533203125,-65.03536987304689,-64.70747375488281,-118.5625,-160.52783203125,-54.318641662597656,-118.21435546875,-119.35401153564452,5.0,36.0,36.0,1,1,False
bert,bigram,2984,I posted a build yesterday in this discussion,You signed your lieu clause before our briefing,I definitely a dysfunctional camaraderie carried the Florida,-33.63916015625,-64.62905883789061,-64.57488250732422,-113.47607421875,-147.115234375,-46.79407501220703,-113.347900390625,-111.42314910888672,12.0,44.0,44.0,1,4,False
bert,bigram,3010,What struck me is how different this looks,What surprised me was how tired Cayman looked,Investigators did it is widely misunderstood common misconception,-16.2021484375,-54.63326644897461,-54.41566467285156,-115.060791015625,-131.262939453125,-92.92414474487305,-114.388916015625,-147.55738830566406,48.0,12.0,48.0,4,3,False
bert,bigram,3042,As sure as birds fly over your head,As easily as flies fly around your head,Making sure as soon dissipated near your feedback,-9.994873046875,-51.76615905761719,-51.360107421875,-111.0888671875,-121.083740234375,-35.63092803955078,-110.3056640625,-87.39708709716797,67.0,65.0,67.0,5,4,False
bert,bigram,3184,I think you misunderstand how these things work,You asked your lieu how these things work,We do you misunderstand how many sources said,-25.296875,-58.98639297485352,-58.3102035522461,-102.818603515625,-128.115478515625,-25.153209686279297,-102.52978515625,-84.13960266113281,24.0,88.0,88.0,2,8,False
bert,bigram,3232,When will the government stop your sinful hand,Firstly may our consortium pay your lieu fee,How dare confirm government confiscate or deluded brethren,-31.166015625,-71.89738464355469,-71.52452850341797,-123.430908203125,-154.596923828125,-56.51805114746094,-123.4091796875,-128.41543579101562,13.0,32.0,32.0,0,0,False
bert,bigram,3263,Nelson is even more ridiculous than I realized,Ness looked even more devastated than I anticipated,Unemployment rate averaging less reprehensible things I digress,-18.88623046875,-51.12541961669922,-50.22128677368164,-115.18994140625,-134.076171875,-82.26761627197266,-114.524169921875,-133.39303588867188,38.0,19.0,38.0,6,3,False
bert,bigram,3301,This video some how makes the song worse,Locals makings delicious salads making this dish famous,My unprofessional disproportionately high surf the botched circumcision,-29.947509765625,-65.81230163574219,-65.47283935546875,-125.386962890625,-155.33447265625,-111.90943145751952,-124.099609375,-177.7218017578125,15.0,6.0,15.0,0,0,False
bert,bigram,3311,Where the defense gave me diarrhea every game,Min que sic qui gon lieu est das,Spokesman Robert Canning gave absolutely deplorable way imaginable,-79.270263671875,-74.86289978027344,-73.58158111572266,-117.837158203125,-197.107421875,-72.15214538574219,-117.832275390625,-147.01504516601562,1.0,24.0,24.0,0,2,False
bert,bigram,3312,I was wondering if you still had it,I was wondering if he still had them,He was especially when I still has done,-1.70751953125,-38.03428649902344,-37.9740104675293,-97.761474609375,-99.468994140625,-26.35202789306641,-97.01513671875,-64.38631439208984,94.0,82.0,94.0,9,9,False
bert,bigram,3456,I love the comic book feel of it,I loved the comic book feel of it,I just the ground offensive philosophies of them,-0.59033203125,-45.47863006591797,-45.21897888183594,-104.733642578125,-105.323974609375,-34.5003662109375,-103.96240234375,-79.97899627685547,96.0,68.0,96.0,8,7,False
bert,bigram,3462,Some people prepare food parcels to send ahead,Mail processors utilize paper sacks to process mails,Some people rising food distasteful to seven stitches,-36.926025390625,-57.6192855834961,-56.16748809814453,-117.858154296875,-154.7841796875,-49.03547668457031,-117.4228515625,-106.65478515625,10.0,42.0,42.0,3,2,False
bert,bigram,3469,Or find another excuse to gift him some,Had chosen human lovers to gift him pleasures,It infuriates Gail sunk to inflict unimaginable disenfranchised,-22.66162109375,-58.41529846191406,-58.32377243041992,-123.007080078125,-145.668701171875,-108.2505111694336,-122.467529296875,-166.66583251953125,27.0,10.0,27.0,2,0,False
bert,bigram,3470,John Paul Jones would approve of your math,Pastor John Martin will approve of your volunteering,John Terry Goddard would result was doing squats,-19.0224609375,-56.9067611694336,-56.00201797485352,-111.259765625,-130.2822265625,-37.272315979003906,-111.143310546875,-94.1790771484375,37.0,63.0,63.0,4,4,False
bert,bigram,3536,I had no reason to dislike this man,He had no right to hurt this woman,He was no reason to circumvent this happens,-3.150390625,-40.11894989013672,-39.4365348815918,-100.359619140625,-103.510009765625,-30.02350616455078,-99.94091796875,-70.1424560546875,90.0,77.0,90.0,9,9,False
bert,bigram,3564,And add some choice bands to the mix,So add some stringed violins into the mix,Females breed is incomprehensible misfortune made an affidavit,-13.22509765625,-53.02626037597656,-52.66835021972656,-119.812744140625,-133.037841796875,-85.60281372070312,-119.33349609375,-138.62907409667972,55.0,16.0,55.0,5,1,False
bert,bigram,3679,They make the theme song so unnatural too,You find the third step somewhat funnier nevertheless,We get a theme song reached hypocritical douche,-16.83349609375,-62.59324264526367,-62.32046508789063,-113.65966796875,-130.4931640625,-37.38766860961914,-113.43017578125,-99.9809341430664,45.0,62.0,62.0,1,4,False
bert,bigram,3693,And he mentions having a nephew as well,Later they married having a grandchild as well,If he contemplates leaving a mischievous as well,-10.301513671875,-50.82716751098633,-50.419593811035156,-108.5791015625,-118.880615234375,-38.150794982910156,-108.2587890625,-88.97794342041016,66.0,61.0,66.0,6,5,False
bert,bigram,3698,That was the basis of his entire post,That was the inspiration for our art makings,What is the Gulf of the impoverished neighborhoods,-18.593505859375,-48.38867568969727,-48.08132934570313,-100.91357421875,-119.507080078125,-29.18790054321289,-100.700927734375,-77.57657623291016,40.0,80.0,80.0,7,9,True
bert,bigram,3709,Blood Brothers is definitely worth checking out though,Blood types was still worth checking out though,Why carbohydrates and totally worth it emerges unscathed,-7.617919921875,-58.33893585205078,-57.8535270690918,-115.187255859375,-122.80517578125,-56.18612289428711,-114.49951171875,-114.52503967285156,77.0,33.0,77.0,3,3,False
bert,bigram,3713,I was hoping for a slightly faster method,I was hoping for a slightly faster timer,I am looking at the teaching unorthodox hairstyle,-4.564208984375,-47.78730010986328,-47.01374435424805,-105.116455078125,-109.6806640625,-39.49211883544922,-105.03125,-87.2794189453125,83.0,57.0,83.0,7,7,False
bert,bigram,3803,I got the same location for new England,And put the word sir in sic och,She said the same opportunities for whom Providence,-46.425048828125,-60.032386779785156,-58.58262634277344,-104.542236328125,-150.96728515625,-12.95891571044922,-104.0380859375,-72.99131774902344,4.0,99.0,99.0,2,7,False
bert,bigram,3822,Thanks for adding invaluable information to the conversation,Needs for addition lieu vocabulary to written language,Thanks for malpractice unsatisfactory reply to save lives,-36.833740234375,-65.03089141845703,-64.47032165527344,-114.991455078125,-151.8251953125,-45.30829620361328,-114.84521484375,-110.33918762207031,11.0,46.0,46.0,1,3,False
bert,bigram,3831,I found a strange strategy when this happens,She formulated a preparation plan once rehearsals started,Each tank top counterterrorism strategy games while ago,-27.718017578125,-57.5574836730957,-57.36426544189453,-111.40234375,-139.120361328125,-43.227481842041016,-111.076171875,-100.78496551513672,18.0,50.0,50.0,3,4,False
bert,bigram,3848,There are lots of goal setting resources online,These are examples of approximated inverse identities above,You are signs of Commons rebuffed occupancy vehicle,-20.429931640625,-55.518821716308594,-55.37002563476562,-114.642333984375,-135.072265625,-54.46051406860352,-113.323486328125,-109.97935485839844,32.0,35.0,35.0,4,3,True
bert,bigram,3867,Somehow backing up it got caught on something,Feet further up it got stuck on rock,Neighbours achieved moderate gastrointestinal hormonal contraceptives be indistinguishable,-6.786376953125,-57.877723693847656,-57.81764221191406,-118.267822265625,-125.05419921875,-150.08696746826172,-117.66943359375,-207.9646759033203,79.0,1.0,79.0,3,2,False
bert,bigram,3929,Let me think on this for a bit,Let me think on that for a while,For me out how unprepared for the chart,-2.6513671875,-41.48456954956055,-40.23207473754883,-103.09228515625,-105.74365234375,-40.2611198425293,-102.6865234375,-81.74571228027344,91.0,55.0,91.0,9,8,False
bert,rnn,10,Totally messed up his design in help wanted,In first and went so of far else,Curiosity misunderstood myself without sacrificing calories job imaginable,-336.1645541191101,-68.30930328369139,-67.91604614257811,-66.34828519821167,-402.5128393173218,-118.70256805419922,-66.18442821502686,-187.01187133789062,2.0,6.0,6.0,0,0,False
bert,rnn,18,Good for beginners but very little skill needed,Good unit morale but very little training capability,Subscribe for affirmative eating cream and kept uncontrollably,-14.052639484405518,-57.567832946777344,-57.195045471191406,-57.94199323654175,-71.99463272094727,-78.56444549560547,-57.698158740997314,-136.13227844238278,69.0,18.0,69.0,3,1,False
bert,rnn,66,I let it go because he was right,I let it go because he was right,Then let us sit before I was younger,0.0,-34.146583557128906,-34.146583557128906,-35.08252668380737,-35.08252668380737,-29.0836181640625,-34.9847469329834,-63.230201721191406,99.0,72.0,99.0,9,9,False
bert,rnn,77,Seems like we have to enable it manually,Just like I ought to lot it outta,How while you decided to assimilate it hilarious,-47.53841590881348,-56.42526626586914,-56.25782012939453,-47.08602809906006,-94.62444400787355,-38.22223281860352,-46.69591236114502,-94.64749908447266,22.0,52.0,52.0,3,5,False
bert,rnn,146,Add in some red wine for better results,Add on some red wine for better taste,Halfway off from indigenous vulnerabilities have now ago,-1.0744390487670898,-48.337608337402344,-48.322242736816406,-54.89540147781372,-55.96984052658081,-56.89794158935547,-54.63375806808472,-105.2355499267578,96.0,32.0,96.0,8,2,False
bert,rnn,208,Hotels are completely different than a private home,Solutions were no different from a retirement home,Pyongyang were exceedingly different than a huge nuisance,-13.903478860855104,-53.52460479736328,-52.40876770019531,-48.15592455863953,-62.05940341949463,-53.610923767089844,-47.882853507995605,-107.13552856445312,72.0,38.0,72.0,5,4,False
bert,rnn,387,It just displays fan error then shuts down,Also automatically returns flagged default if powered on,It quickly keep Medicaid disproportionately certainly hung away,-63.348830223083496,-68.29622650146484,-68.13799285888672,-63.468196392059326,-126.81702661514281,-56.65394592285156,-63.19434833526611,-124.9501724243164,13.0,33.0,33.0,0,0,False
bert,rnn,405,I believe it is from the previous generation,I imagine it is like the previous one,I knew it gives up the next couple,-4.72617506980896,-43.76819610595703,-43.69952774047852,-32.81166577339173,-37.53784084320069,-15.565269470214846,-32.798869132995605,-59.33352661132813,85.0,95.0,95.0,9,9,False
bert,rnn,419,Martial law would be a dump or pump,Hip people may be either neutralize or vulnerable,Controversial extremists to be her reconstruct a resurgence,-387.71721363067627,-66.38065338134766,-66.27751922607422,-58.70657205581665,-446.42378568649286,-82.76110076904297,-58.45759057998657,-149.1417236328125,1.0,15.0,15.0,0,1,True
bert,rnn,432,I apologize on my ignorance in this matter,And see upon my judgments on this matter,I congratulate out your recollection of the next,-15.644553184509276,-50.29952621459961,-50.17338180541992,-40.476006984710686,-56.12056016921997,-41.60831069946289,-40.25954627990723,-91.9078369140625,63.0,49.0,63.0,7,7,False
bert,rnn,552,He should have been arrested for many things,Someone should have been rewarded for these heroics,She will have been arrested as many species,-13.62396764755249,-49.50682830810547,-49.38920593261719,-36.39587640762329,-50.01984405517578,-14.961326599121096,-36.05356407165527,-64.46815490722656,74.0,96.0,96.0,7,9,False
bert,rnn,564,This is too long topic to talk about,That was no tempting topic to think about,This is not long uncontrollably and talking about,-13.308337926864624,-50.536216735839844,-50.37403106689453,-40.94859671592712,-54.25693464279175,-29.30295562744141,-39.556867599487305,-79.83917236328125,75.0,70.0,75.0,7,7,False
bert,rnn,590,Whole crowd was going nuts the entire time,Whole town was going nuts this late tonight,Curiosity disproportionately started outsourcing misunderstand the music game,-16.50854992866516,-57.055442810058594,-55.33870697021485,-62.10960555076599,-78.61815547943115,-109.07723236083984,-61.93319177627564,-166.13267517089844,60.0,7.0,60.0,3,1,False
bert,rnn,595,All I see is solid tight joke writing,All they are is funny tasteless satirical prose,Simultaneously I have good cholesterol decently misunderstood blah,-50.57244300842285,-65.84001159667969,-65.75153350830078,-59.943399906158454,-110.5158429145813,-96.4248275756836,-59.908270835876465,-162.26486206054688,20.0,8.0,20.0,0,1,False
bert,rnn,606,Thanks for the help and suggestions from everyone,Thanks for all comments and feedback from readers,But at their earlier and dissipated not authorized,-8.607608079910277,-48.78825759887695,-47.35380172729492,-45.92851662635803,-54.53612470626831,-29.14924240112305,-45.69334077835083,-77.9375,80.0,71.0,80.0,8,5,False
bert,rnn,615,Took a few months before the balance came,Very a few times all the divorces occur,Compare a hundred weeks after the tumultuous lanes,-23.760609865188602,-54.11843872070313,-53.51913070678711,-48.14421439170837,-71.90482425689697,-43.422813415527344,-47.50065588951111,-97.54124450683594,44.0,46.0,46.0,4,4,False
bert,rnn,674,Someone had already previously posted something like this,Newspapers had probably also printed something like this,Feminism has recently yet enjoyed him than that,-13.854313373565676,-54.31060028076172,-53.917442321777344,-46.1554856300354,-60.009799003601074,-27.81195068359375,-46.08530521392822,-82.12256622314453,73.0,75.0,75.0,4,5,False
bert,rnn,748,The better version would be amazing on wax,A nominal premium shall be referred per mil,The easiest outbreak would be denied little unattractive,-46.881625652313225,-60.25804901123047,-60.0602035522461,-51.3912935256958,-98.27291917800905,-47.116065979003906,-51.38430118560791,-107.37411499023438,23.0,43.0,43.0,2,3,False
bert,rnn,763,Of course there are regional accents and variations,Within these languages exist varied vocabulary and dialects,Of course we were unknowingly paraphernalia or unhappiness,-32.959286451339715,-52.69712829589844,-52.19891738891602,-50.96423888206482,-83.92352533340456,-69.76673126220703,-50.95985841751098,-122.46385955810548,36.0,22.0,36.0,5,3,False
bert,rnn,798,Finally someone who explained it without being ignorant,Always someone who senses danger without being overt,Definitely someone else regardless that good the hypocrisy,-22.521871089935303,-57.59589385986328,-57.49462890625,-51.57112455368042,-74.09299564361572,-39.05721664428711,-51.508835792541504,-96.65312957763672,49.0,50.0,50.0,2,3,False
bert,rnn,835,I have good things in my life again,I had better things in my life today,I have two times in my life is,-3.7893009185791016,-40.93226623535156,-40.33479690551758,-32.0574049949646,-35.8467059135437,-9.636245727539062,-31.915220499038696,-50.56852722167969,89.0,99.0,99.0,9,9,False
bert,rnn,854,Which has been my point the whole time,Which had been her goal this entire summer,What has been some kids the right idea,-14.673935651779175,-50.7991943359375,-50.6055908203125,-39.96420526504517,-54.63814091682434,-18.39441680908203,-39.600735187530525,-69.19352722167969,66.0,88.0,88.0,6,8,False
bert,rnn,856,It lets you control the amount of flow,It lets you measure the amount of flow,When would they preface the kind of hypothermia,-1.4350223541259766,-49.70640563964844,-49.64939880371094,-44.236658334732056,-45.67168068885803,-41.84789276123047,-44.1811044216156,-91.5542984008789,94.0,48.0,94.0,7,6,False
bert,rnn,898,Why would any potential readers trust a nobody,I care your little pops forbid you visiting,More did your damage disproportionately misunderstood separately stats,-103.95558261871338,-69.7835693359375,-68.50140380859375,-61.660394191741936,-165.6159768104553,-71.45208740234375,-61.595472812652595,-141.23568725585938,9.0,20.0,20.0,0,1,False
bert,rnn,899,Even with snow people should wear protective gear,Also in front people may wear boxing gloves,Under large demonstrators whom should impede cholesterol memorabilia,-23.45148539543152,-56.36983108520508,-55.8829345703125,-62.26387858390808,-85.71536397933959,-90.35684967041016,-62.0530047416687,-146.72669982910156,46.0,12.0,46.0,3,1,False
bert,rnn,953,I think my boyfriend owns the same screen,I know your granddaughter owns some pharmaceutical conglomerates,I think your roommate misunderstand the same community,-34.774592399597175,-54.9412841796875,-54.41850280761719,-42.572009563446045,-77.3466019630432,-23.16448974609375,-42.11334419250488,-78.10577392578125,32.0,83.0,83.0,4,7,False
bert,rnn,1013,Try to use this as a learning experience,Try to use this as a learning aid,When I wake out for a pro demographic,-5.382530689239502,-43.95936965942383,-43.724796295166016,-39.46611213684082,-44.84864282608032,-31.621807098388672,-38.78336310386658,-75.5811767578125,82.0,68.0,82.0,9,8,False
bert,rnn,1057,And was promoted to manager at my job,Also got appointed deputy spokesperson of finance ministry,If they congratulate himself afloat at her lodgings,-32.97589945793152,-56.2710952758789,-56.07782745361328,-50.30408477783203,-83.27998423576355,-46.759925842285156,-49.36788940429688,-103.03102111816406,35.0,44.0,44.0,3,4,True
bert,rnn,1112,Looks like a nitrogen and possibly iron deficiency,Formula incorporates sodium salt with cubic acid catalyst,Commenting up a autoimmune and uninteresting cholesterol memorabilia,-104.20090866088869,-60.40054321289063,-60.03912353515625,-64.06321620941162,-168.26412487030032,-128.2558670043945,-63.384745121002204,-188.6563873291016,8.0,5.0,8.0,1,0,True
bert,rnn,1149,Me too that why I took the shot,Me too remembering when you came off commando,Investigators applauded that anyone I got her groceries,-31.086199045181274,-58.824951171875,-58.7968978881836,-51.408071994781494,-82.49427103996277,-61.86328125,-51.102431774139404,-120.688232421875,39.0,29.0,39.0,2,3,False
bert,rnn,1151,This is such a weird thing to say,That was such a sweet thing to say,This is mostly a perfect thing to myself,-2.5043716430664062,-38.345130920410156,-36.92366790771485,-32.41923236846924,-34.923604011535645,-16.933464050292972,-31.99172878265381,-55.27859497070313,92.0,92.0,92.0,9,9,False
bert,rnn,1223,More power to their obviously evil secret empire,Alec dominated in his viciously ruthless business dealings,These misconceptions that have disproportionately misunderstood calories vulnerabilities,-54.67729735374451,-63.86206436157226,-63.39638900756836,-67.9361207485199,-122.6134181022644,-140.18217468261722,-66.71752548217772,-204.0442657470703,16.0,3.0,16.0,1,0,False
bert,rnn,1238,You can just set and enforce healthy boundaries,Users may custom assign or customize coordinate coordinates,You are being vaccinated and worst calories misogynistic,-66.7431526184082,-60.68023681640625,-59.48466491699219,-53.31470775604248,-120.05786037445068,-62.51840209960938,-52.772160053253174,-123.19863891601562,12.0,28.0,28.0,1,2,False
bert,rnn,1256,The money for fireworks was spent months ago,The money for repairing was spent like always,The downside or hypocritical for christmas hours ago,-14.668020725250244,-54.017921447753906,-52.6231460571289,-52.22973871231079,-66.89775943756104,-51.887001037597656,-51.955973148345954,-105.90492248535156,67.0,40.0,67.0,4,2,False
bert,rnn,1349,First pick on orders because of that also,Soldiers picking off combatants because of military moral,Keep exponentially that schizophrenic consists of this vulnerabilities,-31.019345045089718,-64.57468414306639,-63.6304931640625,-56.71175503730774,-87.73110008239746,-79.36125946044922,-56.0529944896698,-143.93594360351562,40.0,16.0,40.0,1,1,False
bert,rnn,1376,I respect the data analysis of this response,I complemented your forensics expertise with this manuscript,I agree the hiring batch of this loss,-27.73060393333435,-58.2739143371582,-57.79727172851562,-46.285521030426025,-74.01612496376038,-18.28200912475586,-45.79037714004517,-76.55592346191406,41.0,89.0,89.0,2,5,False
bert,rnn,1437,Its a real skin coming to the shop,Such a cubic sentence goes in the pinks,Compare a hypothetical enthusiast back to the vet,-107.16652750968932,-62.82601165771485,-62.03597640991211,-45.53005337715149,-152.69658088684082,-47.474327087402344,-45.39683771133423,-110.3003387451172,6.0,42.0,42.0,1,5,False
bert,rnn,1462,Cool for those that want it I suppose,Daily for those that needed it I suppose,Commenting over people that result itself I dunno,-14.038373947143555,-56.85253143310547,-56.1899642944336,-51.02262163162232,-65.06099557876587,-36.773738861083984,-50.98400068283081,-93.62628936767578,70.0,55.0,70.0,3,3,False
bert,rnn,1486,Also only eating small amounts at a time,Generally avoid eating large portions at one time,Read only affects institutional denominator at your time,-14.022233963012695,-55.67731475830078,-55.63031768798828,-49.07778072357178,-63.10001468658447,-38.2860107421875,-48.83455991744995,-93.96332550048828,71.0,51.0,71.0,4,4,False
bert,rnn,1495,Honestly might have to just play on rookie,Scroll reds tend to exclusively play off pinks,Honestly speaking point it just playing they schizophrenic,-112.5702702999115,-70.8756103515625,-70.86431884765625,-59.85364365577698,-172.42391395568848,-36.12422943115234,-59.42693758010864,-106.99983978271484,4.0,57.0,57.0,0,1,False
bert,rnn,1561,The sizes we have are bucket and regular,The postures they assume are relaxes or gestures,The hypocrisy we had undergone schizophrenic worth strangers,-132.04514265060422,-61.11436462402344,-61.08473205566406,-58.942687034606934,-190.98782968521118,-65.8829345703125,-58.84787368774414,-126.99729919433594,3.0,25.0,25.0,1,1,False
bert,rnn,1581,Needs the Where Did Our Love Go transition,Do nothing Where Did Our Love Go Cong,Neighbours the misogynistic disappoint english disproportionately unhealthy carbohydrates,-57.19996750354767,-71.53044128417969,-71.07101440429688,-88.10207033157349,-145.30203783512115,-198.3235626220703,-86.87913417816162,-269.85400390625,15.0,1.0,15.0,0,0,False
bert,rnn,1602,The downside would be the online membership required,The exception would be the amateurs nautical clubs,The hurricane would be extended chiefly memorabilia laundering,-36.225154638290405,-59.69766235351562,-59.21471405029297,-51.709126472473145,-87.93428111076355,-44.411399841308594,-51.28756332397461,-104.10906219482422,30.0,45.0,45.0,2,3,False
bert,rnn,1640,I have never tried it with ketchup before,She has never tried anything with Des before,I had never ended them through hypocrisy is,-44.17823791503906,-52.785072326660156,-51.8843879699707,-44.24811172485352,-88.42634963989258,-26.43548583984375,-44.10224628448486,-79.2205581665039,26.0,76.0,76.0,5,6,False
bert,rnn,1673,Toronto has some of the most games played,Taiwan has some of the most games played,Investigators accuse plenty of the most pretentious circumcision,-0.2836933135986328,-50.02117919921875,-49.369667053222656,-50.93712139129639,-51.22081470489502,-92.15144348144531,-50.7885627746582,-142.17262268066406,97.0,11.0,97.0,7,3,False
bert,rnn,1696,There are so many ways to solve puzzles,There are also many ways to solve equations,There are so many more to adequately happens,-12.738775253295898,-40.95111083984375,-40.19299697875977,-35.90695571899414,-48.64573097229004,-25.082778930664066,-35.40880250930786,-66.03388977050781,76.0,78.0,78.0,9,9,True
bert,rnn,1730,At best it could be considered an oversight,At best it could be considered an oversight,At age they may be a great acknowledgment,0.0,-48.816322326660156,-48.816322326660156,-42.313333988189704,-42.313333988189704,-35.20446014404297,-41.11450743675232,-84.02078247070312,99.0,60.0,99.0,8,7,False
bert,rnn,1739,Sorry if no one told you about that,Sorry if no one told you about that,Suppose why no one knows talking about it,0.0,-44.99699020385742,-44.99699020385742,-37.411246299743645,-37.411246299743645,-17.65603256225586,-37.09211015701294,-62.65302276611328,99.0,91.0,99.0,8,8,False
bert,rnn,1754,Was a sad day when he got banned,Such a tense moment when he stopped preying,Compare a hypothetical way as they got tons,-32.70555830001831,-54.39028549194336,-54.10842514038086,-47.13165473937988,-79.83721303939821,-34.692920684814446,-46.94252443313599,-89.08320617675781,38.0,61.0,61.0,4,5,False
bert,rnn,1760,Or just make some toast in the tub,Please also include bath gel in your washer,Fast anyone create its acknowledgment of her unhappiness,-25.215776920318604,-54.66879272460938,-54.043495178222656,-52.11278486251831,-77.3285617828369,-66.06076812744139,-51.77124309539795,-120.72956085205078,43.0,24.0,43.0,4,2,True
bert,rnn,1767,Would have loved to see it go further,Would have hated to see him go gone,Investigators have skyrocketed to congratulate him go downstairs,-14.486196994781494,-51.33211135864258,-50.591796875,-50.21851062774658,-64.70470762252808,-77.16973495483398,-49.85042428970337,-128.50184631347656,68.0,19.0,68.0,6,4,False
bert,rnn,1825,You do not know what street level is,We do not know what ransom blackmail means,You do not think more wretched bounce out,-21.786790370941162,-49.024864196777344,-48.87946319580078,-43.16397953033447,-64.95076990127563,-27.83420562744141,-43.09923505783081,-76.85906982421875,51.0,74.0,74.0,8,7,False
bert,rnn,1956,Some people just really love animals I guess,Some people just really love nature I suppose,How people believe just stops edit I cheated,-1.235135555267334,-52.32068634033203,-52.29582214355469,-48.42054510116577,-49.655680656433105,-34.358333587646484,-48.04649782180786,-86.67899322509766,95.0,62.0,95.0,6,4,False
bert,rnn,1989,There are really almost no player being evaluated,There are today virtually no versions labelled homemade,There are hardly literally no exaggeration being vaccinated,-58.87850761413574,-65.07809448242189,-64.8551025390625,-48.1454644203186,-107.02397203445436,-32.440841674804695,-47.85217332839966,-97.51893615722656,14.0,66.0,66.0,1,4,False
bert,rnn,2001,We all want the deal to get done,You just need the bulkhead to stay operational,You all make a difficult to get vaccinated,-22.70038199424744,-51.90766906738281,-51.71256637573242,-38.6340012550354,-61.334383249282844,-20.698280334472656,-38.2563099861145,-72.6059341430664,47.0,86.0,86.0,6,8,True
bert,rnn,2047,Ghost Hunters would like to know your location,Other Hunters might demand to know more truths,Curiosity Khrushchev would appear to win its deficit,-16.312179565429688,-56.6582145690918,-54.71127319335938,-54.98976469039917,-71.30194425582886,-50.12143325805664,-54.78471755981445,-106.77964782714844,61.0,41.0,61.0,3,2,False
bert,rnn,2052,I met them when they came to Denver,I met them when they came to Louisiana,I decided him if they go to mischief,-1.62577486038208,-43.78683853149414,-43.35545349121094,-38.657443523406975,-40.28321838378906,-23.989444732666016,-38.544695854187005,-67.77628326416016,93.0,80.0,93.0,9,8,False
bert,rnn,2055,The article says nothing about him running away,The shrinks said something about us staying separate,This results had nothing to everyone under away,-21.285053253173828,-51.86634826660156,-51.46229934692383,-43.466843605041504,-64.75189685821533,-23.83991241455078,-42.9087142944336,-75.70626068115234,53.0,82.0,82.0,6,6,False
bert,rnn,2123,I enjoy this sort of home brew stuff,They practice their arts of basket makings extensively,I dunno that part of unsubstantiated cholesterol opportunities,-54.523399353027344,-56.41736221313477,-56.25450134277344,-51.67403268814087,-106.1974320411682,-63.30719375610352,-51.60145854949951,-119.72455596923828,17.0,27.0,27.0,3,3,False
bert,rnn,2166,It had nothing to do with his son,It had nothing to do with his past,There have nothing to do with her partner,-3.373054027557373,-35.79381561279297,-35.34174346923828,-26.810601234436035,-30.183655261993408,-14.947364807128904,-26.65708923339844,-50.74118041992188,90.0,97.0,97.0,9,9,False
bert,rnn,2178,There was something deeply wrong with this man,There was something seriously wrong with that boy,This is something extraordinarily equipped with the president,-4.6388373374938965,-39.48123168945313,-38.598487854003906,-38.42593574523926,-43.06477308273315,-33.9698486328125,-38.29981565475464,-73.45108032226562,86.0,63.0,86.0,9,8,False
bert,rnn,2201,Dude chill its my first entrance like this,Sal longs makings the biggest dos like this,Correspondent acknowledgment under disproportionately carnivorous carbohydrates of friends,-99.82631874084473,-72.52948760986328,-72.51129913330078,-79.87518739700317,-179.7015061378479,-150.0252456665039,-79.72703719139098,-222.5547637939453,10.0,2.0,10.0,0,0,False
bert,rnn,2217,You have to complete the solo prior though,They wants to do the its preying itself,They have to delete my hypothetical pretentious amp,-104.51816987991332,-59.55937194824219,-58.82068634033203,-47.87986326217651,-152.39803314208984,-54.07286071777344,-47.18060469627381,-113.63223266601562,7.0,37.0,37.0,2,5,True
bert,rnn,2292,It can help raise your acceptance chances though,They may thus increase tumor development likelihood significantly,You did not subscribe at carbohydrates proves hours,-44.19486713409424,-59.93934631347656,-59.91793823242188,-52.97666692733765,-97.17153406143187,-42.117767333984375,-52.90093183517456,-102.05712890625,25.0,47.0,47.0,2,2,False
bert,rnn,2306,I would love to make this a reality,I would love to make that a reality,What really have to get there a disservice,-2.984307289123535,-41.20112609863281,-39.93309020996094,-37.431014060974114,-40.415321350097656,-33.382583618164055,-37.39007520675659,-74.58370971679688,91.0,65.0,91.0,9,8,False
bert,rnn,2349,That leads to a whole mess of issues,That translated into a whole heap of negatives,That applies to a devastating misdemeanor of convection,-15.04245662689209,-49.34195327758789,-48.19349670410156,-42.78372979164124,-57.826186418533325,-37.5374870300293,-42.63533401489258,-86.87940979003906,65.0,54.0,65.0,7,7,False
