m1,m2,N_idx,N,S1,S2,loss_S1_vs_N,lp_N_given_m1,lp_S1_given_m1,lp_N_given_m2,lp_S1_given_m2,loss_S2_vs_N,lp_S2_given_m2,lp_S2_given_m1,loss_rank1,loss_rank2,worst_rank_of_two,p_N_given_m1_decile,p_N_given_m2_decile,selected_for_human_testing
electra,electra_has_a_mouth,236,Make sure you invest in an optic first,Make sure you work in your accommodations situation,Pretty sure masterminds inquire methamphetamine without hinge trespass,-7.794002065435053,-39.05839157104492,-38.934669494628906,-24.59280497394502,-32.386807039380066,-75.34805679321289,-24.450797012650586,-114.4064483642578,70.0,34.0,70.0,4,3,False
electra,electra_has_a_mouth,239,That would make all other weapons completely pointless,You can make all the place more too,Acapulco galactic collide was unsustainable merchandising Khrushchev impractical,-17.923500061035156,-40.69426727294922,-40.51602554321289,-26.38342359662056,-44.306923657655716,-125.28998947143556,-25.909383088368486,-165.9842529296875,31.0,13.0,31.0,3,2,True
electra,electra_has_a_mouth,240,The club is definitely responsible for what happened,The life is not looking for what happened,Any youngster obtains criminally penalized for what happened,-10.796710835536942,-34.82427215576172,-34.54502487182617,-17.33503240183927,-28.131743237376213,-30.07569122314453,-17.117955505847927,-64.89996337890625,59.0,69.0,69.0,7,6,False
electra,electra_has_a_mouth,241,A keyboard shortcut would be pretty good though,The particular void can be very good too,A keyboard shortcut should be relatively simple though,-19.84164728224277,-42.87602233886719,-42.80291748046875,-15.818936482071875,-35.660583764314644,-2.5822982788085938,-15.109859691932796,-45.45832443237305,26.0,92.0,92.0,2,7,False
electra,electra_has_a_mouth,242,I would like to visit Canada or so,We would like to give you for here,Churches presume repressed homeowners emigrate decimated whomever alienated,-13.938180919503793,-34.80550003051758,-33.74478912353516,-21.67572120972909,-35.61390212923288,-91.17024230957031,-20.860013059340414,-125.97574615478516,45.0,28.0,45.0,7,4,True
electra,electra_has_a_mouth,245,Your fundamental analysis of the situation is terrible,The he meant in the world is changed,Musically concise creatively improvising another orchestra behaves glamorous,-19.40130980685353,-43.29475021362305,-42.88807678222656,-32.61682091280818,-52.01813071966171,-60.16707992553711,-32.01956735522253,-103.46183013916016,27.0,42.0,42.0,2,1,False
electra,electra_has_a_mouth,247,Turtle is old enough to know his dad,We was not enough to have that man,Hotchkiss was illiterate desiring to relive modern times,-26.62711325631244,-37.638084411621094,-37.601951599121094,-19.013826882990546,-45.64094013930298,-52.796592712402344,-18.17126064596232,-90.43467712402344,12.0,54.0,54.0,5,6,True
electra,electra_has_a_mouth,253,What a blast from the past this is,In a form of the place that is,That esoteric chore imitating scarce resources magically entails,-14.620220384094866,-35.40094375610352,-35.09225082397461,-15.47635976364836,-30.096580147743225,-58.61598205566406,-15.097430422902107,-94.01692962646484,42.0,45.0,45.0,6,7,True
electra,electra_has_a_mouth,255,Honestly the one thing I wanted to know,As the one thing I had to change,Having only one choice people seem to hate,-5.001930877449922,-31.80890274047852,-31.31456184387207,-19.21447012957651,-24.216401007026434,-10.279356002807617,-18.24523041723296,-42.0882568359375,82.0,87.0,87.0,7,5,False
electra,electra_has_a_mouth,259,Do not take health advice from this sub,Do not accept or advice on this source,Does someone mislead ethereal psilocybin into their steroid,-10.446867778897284,-40.74602508544922,-40.16548538208008,-28.757991882041093,-39.20485966093838,-61.37143325805664,-28.037014946341515,-102.1174545288086,62.0,41.0,62.0,3,2,False
electra,electra_has_a_mouth,264,I was surprised by how big it is,I was surprised by how great it is,I dunno defined by how high it looms,-0.5182997583760879,-24.31597328186035,-24.29349708557129,-11.855798580334524,-12.374098338710608,-32.130956649780266,-11.24147144332528,-56.44692993164063,93.0,67.0,93.0,9,8,False
electra,electra_has_a_mouth,269,I asked you why they changed their minds,I asked you why they changed their mind,You see Carney criticize whomever criticizes gruesome bloodshed,-0.2327049933373928,-32.185104370117195,-31.85431289672852,-16.106987718492743,-16.339692711830143,-69.55286407470703,-14.851164920524752,-101.73796844482422,95.0,38.0,95.0,7,7,False
electra,electra_has_a_mouth,271,I believe that is what management eluded to,I know this is what random now for,Was slaying vandalism if propagating anarchism eluded psilocybin,-21.152899168431762,-45.14643859863281,-45.09148406982422,-28.700792998075485,-49.85369216650725,-99.77370071411131,-28.660415727528743,-144.92013549804688,24.0,19.0,24.0,2,2,True
electra,electra_has_a_mouth,276,It is highly recommended you verify with us,It is also known to place the breakdown,This accomplishes intrinsically rewarding conceiving conferring nurturing youngsters,-18.01394522911869,-38.8455696105957,-37.606971740722656,-16.933429293334484,-34.94737452245317,-70.18959426879883,-16.02434981521219,-109.03516387939452,30.0,36.0,36.0,4,6,True
roberta,roberta_has_a_mouth,0,It seems like that studio just gets it,It sounds like a who just clicked that,Reviewers felt some elongated bottoms dangerously overlapped women,-17.419085273519162,-56.412879943847656,-56.32038879394531,-26.74024593643844,-44.1593312099576,-51.46239852905274,-25.13451064075343,-107.87528228759766,69.0,56.0,69.0,3,2,False
roberta,roberta_has_a_mouth,3,Standards of quality are enforced on all posts,Heights it still is practiced throughout the country,Charts totalling readership was produced simulating search judgements,-37.10519672096143,-57.12115478515625,-56.97809982299805,-16.984156203415296,-54.089352924376726,-67.49687194824219,-16.528784561902285,-124.61801147460938,20.0,37.0,37.0,3,5,True
roberta,roberta_has_a_mouth,7,Might be good to compliment the dry hop,Only also used it inked his game back,Lantern suspected that outta Fantasia nothing rendezvoused unattractive,-40.84632850327762,-70.4928207397461,-70.16971588134766,-40.38676714262692,-81.23309564590456,-64.73680877685547,-36.136522530461654,-135.22962951660156,14.0,40.0,40.0,0,0,False
roberta,roberta_has_a_mouth,11,The casino is still closed on weekends though,The action is also available but after only,Parkway northbound is structurally cluttered nonstop clockwise anyhow,-34.903253444470465,-52.81922149658203,-52.48939895629883,-11.500362030230464,-46.40361547470093,-72.53474807739258,-11.346452388330365,-125.3539810180664,26.0,34.0,34.0,5,7,True
roberta,roberta_has_a_mouth,13,I thought those were wallets for some reason,The one goes a scream for a woman,Samuel assumed carriages equaled symmetrical rules almighty decreed,-32.02303980907891,-58.34278869628906,-58.20004272460938,-20.4985420195153,-52.52158182859421,-70.63448333740234,-19.79412917848822,-128.97726440429688,33.0,36.0,36.0,2,4,True
roberta,roberta_has_a_mouth,16,Have a botanical rug to trade for entry,Take a boss grow or walk from struggle,Khrushchev inconsequential milligrams Chesapeake Carolinas thirties engraving rehabilitating,-36.910432766191654,-73.5072021484375,-73.12110137939453,-34.07220559287816,-70.98263835906981,-138.522705078125,-30.96284417260904,-212.0299072265625,21.0,4.0,21.0,0,1,True
roberta,roberta_has_a_mouth,20,Looks like she is in the kitchen too,Looks like he was taking the field again,Feels like anybody recognisable inhabits excursion wheelchairs nonstop,-9.27603248343803,-50.47369003295898,-50.37916946411133,-15.846958331530914,-25.122990814968944,-84.4749526977539,-11.010235065594316,-134.94863891601562,85.0,29.0,85.0,6,5,False
roberta,roberta_has_a_mouth,24,But you can get everything from seeds too,Now you can make your in public spaces,Controversial cyclones localities utilise miraculously feathered leopard rescuers,-20.83372466266155,-52.48672103881836,-52.08599090576172,-24.089327286928892,-44.92305194959045,-102.85799026489258,-22.614871731297175,-155.34471130371094,60.0,18.0,60.0,5,3,True
roberta,roberta_has_a_mouth,26,Takes a few lights to get it right,Yet a few guides to get it right,Ignoring a million tempers dares aggravate finely frayed,-21.285252069239505,-50.66887283325195,-50.24541473388672,-16.197337592835535,-37.482589662075036,-66.61402893066406,-16.065715092467144,-117.28289031982422,55.0,38.0,55.0,6,5,True
roberta,roberta_has_a_mouth,27,And how far he got without getting tackled,And how long you have the rest up,Funny how organically everything thrives in steaming comfy,-26.59828138444573,-53.52746200561523,-52.0733413696289,-18.40728711988777,-45.005568504333496,-55.58242416381836,-17.316493939830252,-109.10986328125,46.0,50.0,50.0,4,5,True
roberta,roberta_has_a_mouth,31,So it would be interesting to check that,But it may be possible to believe that,Definitely it will be fascinating mathematically classifying them,-11.007968340854859,-42.6705436706543,-41.288177490234375,-10.286478236928815,-21.294446577783674,-33.64550399780273,-9.529667031019926,-76.3160400390625,82.0,74.0,82.0,9,8,False
roberta,roberta_has_a_mouth,32,Hopefully next week will have more new information,The a moment to follow this new blog,Brigadier next week will have copious more photos,-41.060164138674736,-52.09869766235352,-50.88452911376953,-13.76965919137001,-54.829823330044746,-30.186946868896484,-12.467596912756562,-82.28564453125,13.0,78.0,78.0,5,6,False
roberta,roberta_has_a_mouth,33,Is there no bins to put rubbish in,What is clear opportunity to give back home,Is there proper bins to shelve mattresses in,-47.00490166037344,-56.92303466796875,-56.40644836425781,-14.170855555916205,-61.17575721628965,-20.41717529296875,-12.258191315282602,-77.3402099609375,4.0,81.0,81.0,3,6,False
roberta,roberta_has_a_mouth,36,You need contacts to know locations and enter,You your cookies or remove attachments and database,Campeche milligrams Khrushchev fraternities stockpiling intensifies Saratoga Bordeaux,-52.248040676116936,-65.49142456054689,-65.17693328857422,-42.71984338760376,-94.9678840637207,-165.1508026123047,-37.69155194924679,-230.6422119140625,1.0,1.0,1.0,0,0,True
roberta,roberta_has_a_mouth,41,Which is just ridiculous you would say it,He is not seem you would find it,Chesapeake hamburger chipped pigeons defying breeder mauling cluttered,-21.040532685816288,-56.52078628540039,-56.160987854003906,-38.20774020999671,-59.24827289581299,-110.73009872436523,-36.71959331278049,-167.25088500976562,57.0,7.0,57.0,3,0,False
roberta,roberta_has_a_mouth,42,This is some top quality content good sir,It is a specific goal of curriculum through,Pleasant watching these Whitehall honours showings alright lads,-27.97248525545001,-59.01781845092773,-58.82088851928711,-31.23707555606961,-59.209560811519616,-52.80200576782226,-30.710234317812137,-111.81982421875,43.0,55.0,55.0,2,1,False
roberta,roberta_has_a_mouth,45,Just likely not taking calls during this time,Representatives is time to comment about this scene,Temperatures amidships fingered disgraced democrats Byzantium empathetic Campeche,-41.47804168611765,-60.22112655639648,-57.81503677368164,-34.09500735998154,-75.57304904609919,-143.7683067321777,-33.02412912127329,-203.98944091796875,12.0,2.0,12.0,2,0,True
roberta,roberta_has_a_mouth,51,Hot shower for the first time in forever,Angeles weaponry for the first time in history,Hail snows on christmas first uplift in weeks,-21.63590694731101,-50.66450119018555,-50.04597473144531,-18.450058904942125,-40.08596585225314,-46.47882843017578,-16.66899462789297,-97.14332580566406,53.0,60.0,60.0,6,5,True
roberta,roberta_has_a_mouth,52,Pay for your news if you want quality,Right is your website if you want become,Reach for truthful news if you respect quality,-29.73482929699821,-59.650245666503906,-59.30703353881836,-28.984896867827054,-58.71972616482526,-19.37604522705078,-27.48343992466107,-79.02629089355469,40.0,83.0,83.0,2,2,False
roberta,roberta_has_a_mouth,57,Honestly I had to look where that was,Good then want to learn that there is,Gloucester cleverly seeking to deduce where someplace is,-37.54925895109773,-54.902992248535156,-54.62605285644531,-20.545995462685823,-58.09525441378355,-39.53815460205078,-20.057040723622773,-94.44114685058594,19.0,69.0,69.0,4,4,True
roberta,roberta_has_a_mouth,61,Had to learn this myself the hard way,You to find this as the hard way,Tried to understand this metaphor the hard way,-25.14824621239677,-49.52301788330078,-48.51532745361328,-15.497775325085966,-40.646021537482746,-3.67724609375,-15.486156314698745,-53.20026397705078,49.0,94.0,94.0,7,6,False
roberta,roberta_has_a_mouth,63,I stopped reading after addicted to multiple drugs,Not giving actor is addicted to taking drugs,Campeche mauling interferes Portman bickering elbowed medallist uneventful,-26.779264159500602,-61.60254287719727,-61.20210266113281,-34.799042597413056,-61.578306756913655,-138.87000274658206,-32.004771950065326,-200.4725341796875,45.0,3.0,45.0,1,0,False
roberta,roberta_has_a_mouth,65,We decided to try and make things work,I going to try and get everything there,Gandhi wept to grieve but braved marching aloft,-17.527267718978692,-44.65617752075195,-44.145774841308594,-9.610335104807746,-27.13760282378644,-53.30021286010742,-9.414186175825305,-97.95639038085938,67.0,54.0,67.0,8,8,False
roberta,roberta_has_a_mouth,68,It has to go one way or another,It used to be one way or another,Vegas has to go one strait or another,-3.8328266387688927,-42.36833190917969,-42.10632705688477,-4.16324426967185,-7.996070908440743,-19.87287139892578,-3.208857452205848,-62.24119567871094,89.0,82.0,89.0,9,9,True
roberta,roberta_has_a_mouth,71,You get then paid to eat your salad,You will also ignore and make some videos,Khrushchev bicycling wages refunded needlessly subsidize sugary commutes,-30.933600341901183,-58.277549743652344,-57.560890197753906,-24.356030547991395,-55.28963088989258,-87.21846771240234,-23.368737656623125,-145.4960174560547,35.0,27.0,35.0,2,3,True
roberta,roberta_has_a_mouth,73,In our area middle school tracks are open,In most other high priority packages were affected,Stravinsky cupboard nanny contented burglar babysitting unsupervised bathtub,-46.06210674345493,-62.02159118652344,-61.93183517456055,-25.07008992135525,-71.1321966648102,-103.72419738769531,-21.858475385219208,-165.74578857421875,6.0,16.0,16.0,1,3,True
roberta,roberta_has_a_mouth,78,California and New Jersey are not countries people,Iraq the New Zealand for the of people,Cardinal and Monmouth interning correspondents unofficially switch jockey,-29.938551989616823,-61.52674102783203,-60.52069854736328,-30.08778001624159,-60.02633200585842,-70.73991012573242,-27.280222967398004,-132.26664733886722,39.0,35.0,39.0,1,1,True
roberta,roberta_has_a_mouth,81,Remove your hands and let me help you,Using your phone and let me show you,Swing your legs tentatively letting mommy intently mediate,-12.280164983356373,-48.35320281982422,-47.72417068481445,-13.730009034043178,-26.01017401739955,-62.88048934936523,-13.359381951158865,-111.23369598388672,80.0,43.0,80.0,7,6,False
roberta,roberta_has_a_mouth,84,Dude is looking at someone with horse eyes,Change is looking for someone with horse training,Campeche refrained sporadically fainting immerse nonstop frenzied mouthing,-21.591772926156413,-60.92469787597656,-59.763145446777344,-26.86263738572597,-48.454410311882384,-121.4679946899414,-20.199167497434246,-182.3927001953125,54.0,6.0,54.0,2,2,False
roberta,roberta_has_a_mouth,88,Jordan could have pulled it off as well,Here could have turned this off as well,Joyce may have glossed motherhood figuratively as atypical,-25.265346187166873,-50.97221374511719,-50.93616104125977,-8.440633329562843,-33.70597951672971,-47.30227661132813,-7.240345567013719,-98.27449035644531,48.0,59.0,59.0,6,8,True
roberta,roberta_has_a_mouth,90,Then there would be a paper supporting you,This there would be a forum with her,Bastille there shall be emphatic condescending courting nevertheless,-23.7861355273053,-54.9278678894043,-54.35247802734375,-26.054779053665694,-49.840914580971,-58.94771957397461,-24.901202208362516,-113.87559509277344,51.0,46.0,51.0,3,2,True
roberta,roberta_has_a_mouth,92,Make sure and report me to the authorities,Make sure and report things to the authorities,Make sure I incriminate Hilary Bulger blackmailing tabloids,-1.2356427439954132,-50.91971969604492,-49.18307113647461,-17.023214124608785,-18.2588568686042,-63.02038192749024,-14.792091880925,-113.94010162353516,91.0,41.0,91.0,6,5,False
roberta,roberta_has_a_mouth,97,People can do whatever they want of course,People can do what they want of course,Quebec does subsidize whomever rescuers are of course,-0.969040474621579,-46.65478515625,-46.49951934814453,-11.198466658359392,-12.167507132980974,-44.46315002441406,-10.54941146681085,-91.11793518066406,93.0,63.0,93.0,8,7,False
roberta,roberta_has_a_mouth,99,I hope you and your cat feel better,I hope you and your husband is safe,We hope mama and smelly grandpa feel better,-12.890376912895588,-45.80865478515625,-45.56421661376953,-6.459440685342997,-19.349817598238584,-34.385894775390625,-6.442763375118375,-80.19456481933594,78.0,73.0,78.0,8,9,True
roberta,roberta_has_a_mouth,103,They have promotions and multiple stops tours there,We a compared and free flight around online,Battalions negotiates heartbreak once residue uncovers heiress alternates,-32.67007328569889,-72.87033081054688,-72.66877746582031,-47.65490935742855,-80.32498264312744,-83.07693481445312,-46.7956252890035,-155.947265625,32.0,31.0,32.0,0,0,False
roberta,roberta_has_a_mouth,105,You are creating your interpretation of the situation,Time is the a report of the story,Whilst needlessly furthering societal assimilation with her blunder,-49.53513855207712,-50.03902053833008,-49.23796081542969,-14.18613618146628,-63.721274733543396,-47.67343139648438,-14.08703091085772,-97.7124481201172,2.0,58.0,58.0,7,6,True
roberta,roberta_has_a_mouth,108,Customer was rude and demanding throughout the meal,Services is interrupted and confused during the plan,Vanessa remained belligerent defiantly callous throughout our tangle,-34.20531203225255,-61.348350524902344,-61.30316925048828,-16.90986867621541,-51.11518070846796,-42.519508361816406,-16.761682814452797,-103.86785888671876,28.0,65.0,65.0,1,5,False
roberta,roberta_has_a_mouth,109,Your sole criteria appears to be statistical performance,His important element is to be economic performance,Facing vanguard marshal necessitates garages renounce steward abreast,-24.35053502378287,-63.539634704589844,-63.0465087890625,-30.561506014491897,-54.91204103827477,-105.19270706176758,-30.23003373772372,-168.73233032226562,50.0,11.0,50.0,1,1,False
roberta,roberta_has_a_mouth,113,I think tree trunk thighs look ugly though,Of describe you are vote for using here,Scouts believe skateboard flyer bottoms look festive anyhow,-46.7867354080081,-68.07980346679689,-67.90838623046875,-32.864728577435024,-79.65146398544313,-39.05438232421875,-32.33335018786602,-107.13420104980469,5.0,70.0,70.0,0,1,False
roberta,roberta_has_a_mouth,116,We can only get outraged after the fact,You can also be done via the truth,Viewers unknowingly miraculously become appreciative following Glastonbury rehearsals,-33.43799774366198,-51.72056198120117,-51.64678955078125,-12.932177424256224,-46.37017516791821,-77.84744644165039,-12.894064588617766,-129.56800842285156,30.0,32.0,32.0,5,7,True
roberta,roberta_has_a_mouth,117,Those are just disgusting humans as a whole,Choose to just about writing as a whole,Included are modern sadistic pedophiles as diversified group,-34.98049934685696,-54.686485290527344,-54.3006706237793,-21.791676920955073,-56.772176267812036,-36.48133087158203,-20.566490743309263,-91.16783905029295,25.0,72.0,72.0,4,3,False
roberta,roberta_has_a_mouth,119,Thank you for your kind words and validation,Thank you for your continued assistance and all,Hospitals sculptor lovingly interprets captivating canvases panoramic masterpieces,-11.050207547348693,-44.74547958374024,-44.30841827392578,-10.018377933563896,-21.06858548091259,-104.40063858032228,-7.26175908078585,-149.1461181640625,81.0,14.0,81.0,8,8,False
roberta,roberta_has_a_mouth,121,Time to watch Any Given Friday Night again,How to watch Any Given Sunday Night again,Press to play Any Given Thursday podcast below,-4.9567969103809455,-60.4803352355957,-60.35612106323242,-19.820335769210946,-24.77713267959189,-12.92392349243164,-19.419765621423718,-73.40425872802734,88.0,88.0,88.0,2,4,False
roberta,roberta_has_a_mouth,125,It would be like playing whack a mole,It can be like a to a album,Hunting would be like saying whack the crocodile,-37.777863034047186,-53.21072387695313,-52.954750061035156,-7.203442207537592,-44.98130524158478,-21.87422180175781,-4.3806671937927595,-75.08494567871094,18.0,80.0,80.0,4,9,False
roberta,roberta_has_a_mouth,126,Like when you removed my post and stuff,Today why I removed this post under question,Ciudad suspiciously relieving kinship morgue fugitives scouring closets,-30.775459945201874,-57.5201301574707,-57.38079833984375,-28.639691531658173,-59.415151476860046,-108.0337028503418,-27.757380404509608,-165.5538330078125,36.0,9.0,36.0,3,2,True
roberta,roberta_has_a_mouth,130,I have always been treated like a liability,I have ever been close as a friend,Refugees had erroneously been treated like unattended skateboard,-12.982577497139573,-49.95401382446289,-49.72511672973633,-14.545228177681565,-27.52780567482114,-45.31013107299805,-13.912747931943159,-95.26414489746094,77.0,62.0,77.0,7,6,True
roberta,roberta_has_a_mouth,134,I can get off when needed no problem,We you realize that is a no if,Idea can switch languages when needed no problem,-39.66085010766983,-54.7798843383789,-54.0425796508789,-13.50866562128067,-53.1695157289505,-11.549232482910154,-12.843158587813376,-66.32910919189453,17.0,90.0,90.0,4,7,False
roberta,roberta_has_a_mouth,135,It was just meant to be a suggestion,I was also supposed to be a book,Brezhnev inexplicably oftentimes arranges which feature symphonic soprano,-19.41561377178005,-43.494476318359375,-42.9517936706543,-11.003000670491021,-30.418614442271064,-104.03395080566406,-10.807499773876769,-147.52842712402344,65.0,15.0,65.0,9,7,True
roberta,roberta_has_a_mouth,139,The number of people is just too large,The number of cases is considered as large,The number rumoured boyfriends hovers near absurdly dizzying,-14.122302132309413,-44.300384521484375,-43.90639114379883,-8.748448731726969,-22.870750864036378,-64.817138671875,-7.901784552028402,-109.11752319335938,73.0,39.0,73.0,9,8,True
roberta,roberta_has_a_mouth,141,So I got the video from someone else,Because I stole this tip from someone else,Surely they transcribed reggae ballad charts someplace anyhow,-5.6227634977549314,-45.30839538574219,-44.96771240234375,-10.933302864432335,-16.556066362187266,-74.29214859008789,-10.601621755806264,-119.60054779052734,87.0,33.0,87.0,8,7,False
roberta,roberta_has_a_mouth,143,Not all information our mind collects is permanent,More all of their celebrity together at here,Landing being something preconceived disembarking presumes proves deceiving,-42.705438286066055,-61.4526481628418,-61.01495742797852,-26.95797833800316,-69.66341662406921,-60.94262313842773,-25.429171405034143,-122.39527130126952,11.0,44.0,44.0,1,2,False
roberta,roberta_has_a_mouth,150,What I am saying is the obvious truth,What I am saying is the truthful truth,Amendment I am proposing weakens an ironclad law,-0.5998223562492058,-42.69830322265625,-42.19377136230469,-8.048807156970724,-8.64862951321993,-32.172008514404304,-7.339772598847048,-74.87031555175781,95.0,76.0,95.0,9,9,False
roberta,roberta_has_a_mouth,160,Apparently they are not working in their favor,This they were not alone in their home,Terrible hawks loom unseen propped atop discerning bachelors,-13.146201737225056,-50.9167366027832,-50.26470565795898,-20.800887998193506,-33.94708973541856,-83.10447311401367,-16.684110240457812,-134.02117919921878,75.0,30.0,75.0,6,3,False
roberta,roberta_has_a_mouth,174,To know the flaws and love them too,To back your city and help them organize,Pembroke contemplates deferring weeping yet hoarding sedentary internships,-10.573442777618766,-56.45973205566406,-55.844139099121094,-30.63096705637872,-41.204409833997495,-90.76577377319336,-30.487319917738205,-147.2255096435547,84.0,25.0,84.0,3,1,False
roberta,roberta_has_a_mouth,178,I saw this yesterday and reported the video,I saw the post but in the story,Photographer foresaw it coming so recreated comical memories,-20.023361476138234,-49.76377868652344,-49.69653701782226,-19.637491164729,-39.660852640867226,-42.17483901977539,-18.762912537902594,-91.93861389160156,63.0,67.0,67.0,7,4,True
roberta,roberta_has_a_mouth,181,If you have applied online check the website,If you are an online to the website,If undergraduates have studied elsewhere check exam results,-14.194341646973045,-46.92465209960938,-46.51372909545898,-19.420832683797926,-33.61517433077097,-28.90339279174805,-19.13064856827259,-75.82805633544922,72.0,79.0,79.0,8,4,True
roberta,roberta_has_a_mouth,185,You have shown zero professionalism in this post,You have never place others in the comments,Siegfried oftentimes drowns reproducing insecurities simulating needy ache,-31.655299074947834,-54.67395782470703,-54.03622055053711,-26.53296238929033,-58.188261464238174,-100.6467514038086,-22.61910163136781,-155.32070922851562,34.0,19.0,34.0,4,2,True
roberta,roberta_has_a_mouth,187,This would have allowed you to full heal,This could have gotten you to in time,Cycling must have taken Rosemary to peak motherhood,-20.431829884648323,-51.16709899902344,-50.2007827758789,-18.609980717301372,-39.041810601949685,-30.884918212890625,-15.473579088458793,-82.05201721191406,62.0,77.0,77.0,6,4,False
roberta,roberta_has_a_mouth,188,In this scenario the intent has fully backfired,By this and the links will still handy,Seeking realistic approaches transatlantic confederation talk woefully obscures,-47.85925292829052,-63.93795394897461,-63.258689880371094,-22.79739260813221,-70.65664553642274,-54.57636642456055,-22.20253689284436,-118.51432037353516,3.0,53.0,53.0,0,3,False
roberta,roberta_has_a_mouth,189,Pick what looks and sounds cool to you,Sometimes what looks and feels real to you,Buying something breathes or crawls aesthetically to decorate,-26.37724419310689,-51.61042785644531,-51.271385192871094,-10.205999340862038,-36.58324353396893,-60.30549240112305,-9.784041627775876,-111.91590881347656,47.0,45.0,47.0,5,8,True
roberta,roberta_has_a_mouth,193,She figured a lot of things out herself,They also a couple of samples from here,Gibson figured a lot of motherhood out herself,-44.476163092826035,-49.80882263183594,-49.65105056762695,-4.3512659037369295,-48.82742899656296,-15.35187530517578,-4.13470968749607,-65.16069030761719,8.0,85.0,85.0,7,9,False
roberta,roberta_has_a_mouth,194,The rest was just a matter of time,The it was just a matter of money,Corporation collapse was only a matter of time,-22.326336900703613,-42.25008010864258,-41.942543029785156,-9.433148732292468,-31.75948563299607,-9.815818786621094,-8.471984027943106,-52.06589889526367,52.0,92.0,92.0,9,8,False
roberta,roberta_has_a_mouth,201,The president intends to open things up soon,He is where to get it up reading,Khrushchev healers conspire coincidentally recreating malignant genes oftentimes,-40.304595305700786,-55.35784149169922,-54.72521209716797,-23.62502019188832,-63.92961549758911,-103.44254302978516,-23.50655499455752,-158.80038452148438,15.0,17.0,17.0,3,3,True
roberta,roberta_has_a_mouth,202,Leave him while you still have your sanity,Be this review you will have your choice,Leaves me presuming schoolgirls inexplicably excite freestyle lacrosse,-34.51342003722675,-51.31417846679688,-51.179176330566406,-14.546985972439868,-49.060406009666615,-84.60942840576172,-12.275530207902193,-135.92362976074222,27.0,28.0,28.0,6,6,True
roberta,roberta_has_a_mouth,205,The ones my dentist recommended are definitely visible,The pain the above shows are faring bad,Battleship prognosis Eddy Stravinsky envisaged alternately sounded untenable,-29.246593845076863,-67.23816680908203,-66.98117065429689,-29.341052639298137,-58.587646484375,-95.95880889892578,-25.785231907386326,-163.1969757080078,41.0,20.0,41.0,0,1,True
roberta,roberta_has_a_mouth,209,The equipment is needed all over the world,The greats is happening all over the world,Garbage shreds mangled strewn barefoot through uninhabited kennel,-19.07318229126395,-44.351966857910156,-44.154869079589844,-11.624954987404635,-30.698137278668586,-95.85894012451172,-8.072793978848496,-140.2109375,66.0,21.0,66.0,9,7,True
roberta,roberta_has_a_mouth,217,The boxes are being donated to the hospitals,The materials are not distributed to the owners,Mauricio lunches weekdays entailed roped shuttled gymnasium breakfasts,-12.326579581946135,-51.42096710205078,-51.26935195922852,-25.558731842786074,-37.885311424732215,-124.76085662841795,-24.034640956870128,-176.18182373046875,79.0,5.0,79.0,5,3,False
roberta,roberta_has_a_mouth,220,An article from a trusted source for reference,An article is a forthcoming book on work,Original article from a trusted readership for reference,-35.067093648016446,-52.92989730834961,-52.87123489379883,-16.665346048772335,-51.73243969678879,-13.59442901611328,-16.311944127082825,-66.52433776855469,24.0,87.0,87.0,5,5,False
roberta,roberta_has_a_mouth,225,I am pitching a tent but also confused,You still makes a complicated but from here,Vishnu assailant underestimating thinned inventories fuelling unjustified trimming,-32.83119766460732,-61.99591445922852,-61.82138061523438,-32.10336311114952,-64.93456077575685,-107.6219367980957,-30.18279188125598,-169.61785888671875,31.0,10.0,31.0,1,1,True
roberta,roberta_has_a_mouth,226,I spent years trying to find a replacement,We spent hours trying to get a job,Armstrong dedicates weeks interrogating to fathom a motive,-3.3505104831856443,-45.04779815673828,-44.798789978027344,-10.663438699208198,-14.013949182393846,-42.25518035888672,-9.990262724648346,-87.302978515625,90.0,66.0,90.0,8,8,False
roberta,roberta_has_a_mouth,228,Washington never slept here where I live now,Daily never work there where I am happy,Elimination I woken barefoot anyhow amid Phyllis limousine,-29.235379964113235,-63.98439025878906,-63.38449478149414,-34.56871953606605,-63.80409950017929,-90.6708869934082,-33.34358682035236,-154.6552734375,42.0,26.0,42.0,0,0,False
roberta,roberta_has_a_mouth,231,New Mexico and Utah are the desert ones,New Mexico and California are two vacation places,New Hampshire and Wyoming precede Idaho closings bulletins,-10.670194907579573,-56.65295791625977,-55.80007934570313,-19.106722318101674,-29.77691722568125,-37.98005676269531,-18.517600582679734,-94.6330108642578,83.0,71.0,83.0,3,4,False
roberta,roberta_has_a_mouth,232,And his boss would lose respect for him,All the individual and have respect for them,Sadly their compatriots did instill fondness for Mussolini,-33.63554408121854,-50.18659973144531,-49.50566482543945,-11.721074382774534,-45.35661846399307,-41.24571228027344,-11.394809294353767,-91.43231201171876,29.0,68.0,68.0,7,7,False
roberta,roberta_has_a_mouth,235,All groups that could be involved here exist,All note this can be fixed in enlarge,Worcestershire reproduces flawed intravenous standards ascertained structurally inconclusive,-35.15302598522977,-59.760704040527344,-58.36516189575195,-34.54023344814777,-69.69325943337753,-91.50943756103516,-29.48349540442996,-151.2701416015625,23.0,23.0,23.0,2,0,True
