Zone Type,Trial Number,Zone Name,Response,Reaction Time,counterbalance-o1ql,sentence1,sentence2,sentence1_type,sentence2_type,sentence1_model,sentence2_model,sentence1_bert_prob,sentence2_bert_prob,sentence1_bert_has_a_mouth_prob,sentence2_bert_has_a_mouth_prob,sentence1_electra_prob,sentence2_electra_prob,sentence1_electra_has_a_mouth_prob,sentence2_electra_has_a_mouth_prob,sentence1_roberta_prob,sentence2_roberta_prob,sentence1_roberta_has_a_mouth_prob,sentence2_roberta_has_a_mouth_prob,subject
response_button_text,67,resp5,Confident,4817.0,set 1,Brezhnev entrust psilocybin with carnivorous puppies which conspire,Please come down and take you to highly,S2,S1,electra_has_a_mouth,electra,-178.2413787841797,-56.91842651367188,-12.212375587080714,-40.06231990456581,-137.56512451171878,-47.209739685058594,-29.113220658153296,-50.595791280269616,-140.91110229492188,-61.04499053955078,-33.58685886836611,-40.124563336372375,10
response_button_text,68,resp5,Confident,4490.0,set 1,Brezhnev affords rhetorical reassurance methamphetamine a blank stare,Go to the road for a last page,S2,S1,electra_has_a_mouth,electra,-140.9375762939453,-54.89501571655274,-15.955126924311116,-39.07609769329429,-116.917724609375,-39.28563690185547,-21.72188923873182,-37.36387887597085,-109.09493255615234,-57.35131072998047,-36.79566048440756,-50.22589755058289,10
response_button_text,69,resp6,Very confident,4421.0,set 1,Inner circles while diligent seem arbitrarily intrinsically manipulative,The story was free but not very short,S2,S1,electra_has_a_mouth,electra,-126.42737579345705,-51.09807205200195,-26.458272025920447,-31.875420317053795,-97.90030670166016,-36.047142028808594,-17.405637085124,-28.695076674222946,-99.30345153808594,-52.19643020629883,-70.80062848329544,-29.669443994760513,10
response_button_text,70,resp6,Very confident,4558.0,set 1,Redding did so out of longstanding inward schizophrenic,She said it because of the public interest,S2,S1,bert_has_a_mouth,bert,-96.74597930908205,-48.54972839355469,-15.692197538140135,-27.17711829277687,-77.60345458984375,-33.15449905395508,-35.515890581838896,-23.15135889686644,-92.63817596435548,-50.9039535522461,-55.03905434906483,-22.881014438346032,10
response_button_text,71,resp1,Very confident,4455.0,set 1,Yet a few guides to get it right,Ignoring a million tempers dares aggravate finely frayed,S1,S2,roberta,roberta_has_a_mouth,-55.80229949951172,-112.395751953125,-33.440435588359826,-57.939925612241495,-40.28946304321289,-92.7354965209961,-28.21508029103279,-47.585349585424396,-50.16313552856445,-116.07063293457031,-37.482596933841705,-16.065715092467144,10
response_button_text,72,resp4,Somewhat confident,7299.0,set 1,Saying much else did justify Gutierrez being schizophrenic,If so you will be understand in here,S2,S1,bert_has_a_mouth,bert,-113.8758316040039,-51.92727661132813,-19.81593722603248,-48.267476558685296,-77.1958999633789,-40.39114379882813,-48.89153088823514,-48.56003296375275,-81.21822357177734,-54.70914840698242,-36.207212135195725,-39.691287398338325,10
response_button_text,73,resp4,Somewhat confident,9005.0,set 1,You were a moderator pouring forth disproportionately schizophrenic,They are the best quarterback back and rookies,S2,S1,bert_has_a_mouth,bert,-125.14318084716795,-56.71149826049805,-18.77374773855797,-52.43595126271248,-105.69961547851562,-43.52649688720703,-35.67844230124774,-35.964100919663906,-90.49835968017578,-62.9200668334961,-69.15731283277272,-46.50680848956108,10
response_button_text,74,resp6,Very confident,7291.0,set 1,Whatever greatness strived to amass was plunder exerting,All we wanted to do was not right,S2,S1,electra_has_a_mouth,electra,-111.4102554321289,-48.46887969970703,-21.047321486345027,-33.55637852550717,-88.69921112060547,-31.69280815124512,-17.248200505971912,-30.018967739306394,-104.00735473632812,-47.10520935058594,-45.79202959808754,-31.349448655499142,10
response_button_text,75,resp6,Very confident,3967.0,set 1,Anybody dares put words to your regrets online,I can put it in my studio book,S2,S1,bert_has_a_mouth,bert,-62.95827865600586,-45.59160232543945,-13.834915651241314,-24.55060673505068,-59.563758850097656,-33.13280868530273,-36.713634848594666,-25.47478574514389,-75.94474792480469,-53.49103164672852,-28.923885820433497,-30.06287302076817,10
response_button_text,76,resp1,Very confident,5505.0,set 1,Representatives is time to comment about this scene,Temperatures amidships fingered disgraced democrats Byzantium empathetic Campeche,S1,S2,roberta,roberta_has_a_mouth,-67.00365447998047,-192.8053741455078,-56.40643887221813,-52.84888443292584,-53.00139617919922,-147.161376953125,-60.57082248851657,-85.91002574935554,-57.64752578735352,-200.791259765625,-75.57301031053065,-33.024104720621835,10
response_button_text,77,resp6,Very confident,3236.0,set 1,The number rumoured boyfriends hovers near absurdly dizzying,The number of cases is considered as large,S2,S1,roberta_has_a_mouth,roberta,-104.79924011230469,-44.29884719848633,-25.81067126013659,-19.972961224615574,-88.57249450683594,-31.32624435424805,-28.738780492916703,-18.241147296503183,-108.66250610351562,-43.976463317871094,-7.901808144291862,-22.87075438071043,10
response_button_text,78,resp5,Confident,4682.0,set 1,Cake shop gets to decide whom they invite,The people are to say if they did,S2,S1,bert_has_a_mouth,bert,-63.32098770141602,-50.35673904418945,-17.164151026168838,-36.006797790527344,-53.6490592956543,-35.19634246826172,-36.29603251442313,-30.587690234184265,-68.85040283203125,-52.907630920410156,-19.2310243905522,-33.85599625110626,10
response_button_text,79,resp6,Very confident,5719.0,set 1,Females overweight abnormally emit sharper contraceptives than cartilage,I can not have a time to go,S2,S1,electra_has_a_mouth,electra,-131.52487182617188,-49.109535217285156,-17.206873120867385,-38.387085445225246,-105.98493957519531,-29.50185394287109,-15.427422564011069,-32.315902933478355,-107.86327362060548,-50.13551330566406,-54.519829561642844,-38.0694519802928,10
response_button_text,80,resp2,Confident,5459.0,set 1,You were all on the point of that,Items were currently nearing the brink budgetary overruns,S1,S2,bert,bert_has_a_mouth,-46.2852783203125,-89.19507598876953,-29.046368546318263,-10.895724435395095,-31.192272186279297,-71.16093444824219,-28.610851399600506,-42.59892337024212,-50.41320419311523,-85.11186218261719,-34.503480546176434,-51.40696662291885,10
response_button_text,81,resp1,Very confident,3053.0,set 1,And they want people to keep it matters,Amarillo biopsy surgeries solicited will hinder Brezhnev psilocybin,S1,S2,electra,electra_has_a_mouth,-57.310508728027344,-166.91842651367188,-48.41063904762268,-22.138747135216367,-38.50416946411133,-149.94590759277344,-39.14699733257294,-28.313988079782572,-57.16741561889648,-159.86651611328125,-49.13287228439003,-52.19143691505451,10
response_button_text,82,resp6,Very confident,4052.0,set 1,Battleship prognosis Eddy Stravinsky envisaged alternately sounded untenable,The pain the above shows are faring bad,S2,S1,roberta_has_a_mouth,roberta,-157.40093994140625,-71.49845123291016,-38.49998972143294,-51.102528542280204,-128.14724731445312,-54.10041427612305,-56.0441433355445,-39.51959991455078,-160.6117401123047,-67.42202758789061,-25.785203836625442,-58.58762615919113,10
response_button_text,83,resp1,Very confident,2112.0,set 1,Now Peter has a man of her life,Fahrenheit misdemeanor unsatisfactory disproportionately indistinguishable acknowledgment chimpanzees schizophrenic,S1,S2,bert,bert_has_a_mouth,-57.304420471191406,-356.93670654296875,-56.34629929065704,-5.608072520308838,-40.11691284179688,-238.31814575195312,-42.52109026908874,-5.268255013906297,-58.28047180175781,-135.42520141601562,-48.28041756153107,-96.89823805229388,10
response_button_text,84,resp1,Very confident,6085.0,set 1,I am actually looking for a little bit,Emma does feel dizzy for a short while,S1,S2,roberta,roberta_has_a_mouth,-47.38960647583008,-51.8805046081543,-27.36593747884035,-19.724037664476786,-29.34149169921875,-40.93965530395508,-21.620430906303223,-19.534970158478245,-45.07210540771485,-60.17544174194336,-27.272971349768337,-6.026340621407144,10
response_button_text,85,resp5,Confident,6738.0,set 1,Worcestershire reproduces flawed intravenous standards ascertained structurally inconclusive,All note this can be fixed in enlarge,S2,S1,roberta_has_a_mouth,roberta,-147.1803741455078,-70.89283752441406,-39.07835570945464,-49.568237319588654,-114.70819854736328,-54.201072692871094,-50.09525647299597,-50.11879536230117,-149.57644653320312,-58.66572952270508,-29.483479249708576,-69.69329626997933,10
response_button_text,86,resp3,Somewhat confident,8451.0,set 1,We must want advancements in order to exist,Critics therein stress independence in deciding to switch,S1,S2,bert,bert_has_a_mouth,-55.85475540161133,-76.35942077636719,-33.17597228498198,-26.10585651546717,-41.00314712524414,-66.74661254882811,-25.780744989053346,-39.53580291569233,-60.53986740112305,-87.0375747680664,-36.985201393137686,-46.481548704206936,10
response_button_text,87,resp1,Very confident,7192.0,set 1,I saw the post but in the story,Photographer foresaw it coming so recreated comical memories,S1,S2,roberta,roberta_has_a_mouth,-57.25578308105469,-105.2053680419922,-45.52993202209473,-32.547351759450976,-38.01367568969727,-82.48426818847656,-37.77604433894157,-64.76278745476156,-49.3637580871582,-90.20712280273438,-39.6608607172966,-18.762896308675405,10
response_button_text,88,resp6,Very confident,2815.0,set 1,Acapulco crafting ingenuity cultivating despicable deserving thrift dealerships,Several of it had been up in Europe,S2,S1,electra_has_a_mouth,electra,-179.49026489257812,-56.40875625610352,-14.452862347767224,-42.04464980959892,-141.474853515625,-42.1096305847168,-20.41317169245667,-47.40848457068205,-129.36752319335938,-58.09918212890625,-69.81781004974619,-45.79211063683033,10
response_button_text,89,resp6,Very confident,5896.0,set 1,be dip lower will the happens that Once,Once that happens the dip will be lower,C2,C1,all,all,-81.0960922241211,-54.0502815246582,-73.03291034698486,-24.03730875253677,-66.73725891113281,-36.89191818237305,-68.3415584564209,-22.764758467674252,-85.56875610351562,-56.83563613891602,-81.57863807678224,-20.540883541107174,10
response_button_text,90,resp1,Very confident,6091.0,set 1,So much about this already is the right,Music trained in sound austerity has bolstered psilocybin,S1,S2,electra,electra_has_a_mouth,-56.8101921081543,-117.10563659667969,-45.63937178254128,-24.75327248218946,-40.53510665893555,-99.41473388671876,-43.484878063201904,-34.459495721501305,-56.71119689941406,-96.4459228515625,-43.25438016653061,-43.52917096015153,10
response_button_text,91,resp1,Very confident,6701.0,set 1,If undergraduates have studied elsewhere check exam results,If you are an online to the website,S2,S1,roberta_has_a_mouth,roberta,-67.68415832519531,-55.16933822631836,-29.01142638549209,-33.679423451423645,-58.02837371826172,-38.010826110839844,-28.50960347801447,-37.46806883066893,-76.28013610839844,-46.444541931152344,-19.13063682708889,-33.61521065235138,10
response_button_text,92,resp6,Very confident,4842.0,set 1,He was sorely regretting quitting his reputable lender,I was also considering getting a short break,S2,S1,electra_has_a_mouth,electra,-94.5438995361328,-50.05244445800781,-7.9532044794032135,-21.26254648435861,-70.18918609619139,-33.38132476806641,-8.721480499807512,-20.083280796185136,-75.83626556396484,-54.54770278930664,-36.196015818277374,-28.26232200954109,10
response_button_text,93,resp1,Very confident,3254.0,set 1,Nothing horrible just very bad communication and fighting,just Nothing fighting and horrible very communication bad,C1,C2,all,all,-70.20687866210939,-83.05859375,-44.051744662225246,-79.09578585624696,-54.04268264770508,-68.90021514892578,-37.814439550042145,-68.08869040012361,-70.77469635009766,-84.18636322021484,-29.093925543129444,-76.99760437011719,10
response_button_text,94,resp6,Very confident,4683.0,set 1,No wonder alumnus love rafting expeditions midweek semesters,This and I did that in seven minutes,S2,S1,roberta_has_a_mouth,roberta,-97.9210433959961,-50.96664810180664,-60.37756171735964,-32.809173822402954,-90.34820556640624,-35.41127014160156,-66.17534103244543,-26.351347744464874,-111.41010284423828,-47.54755401611328,-8.751357789617032,-29.722398400306698,10
response_button_text,95,resp2,Confident,6320.0,set 1,Add in the right pieces for better results,Throw in some red wine for forgiving palate,S1,S2,electra,electra_has_a_mouth,-50.36405563354492,-88.70337677001953,-20.09793458133936,-5.6777306760659485,-36.73462677001953,-54.83417510986328,-18.446402511559427,-11.002232410013676,-52.23826599121094,-67.11198425292969,-18.248693816596642,-20.74268659204245,10
response_button_text,96,resp1,Very confident,2137.0,set 1,I just say this and not the point,Glastonbury reliably mobilize disenfranchised homosexuals underestimate unhealthy skeptics,S1,S2,electra,electra_has_a_mouth,-49.36785125732422,-207.1455841064453,-34.068979382514954,-13.557259668811641,-33.80414581298828,-162.6187744140625,-34.4093599319458,-11.813358823063028,-50.16026306152344,-123.08251190185548,-33.24516886472702,-81.35963443305809,10
response_button_text,97,resp1,Very confident,2981.0,set 1,You can make all the place more too,Acapulco galactic collide was unsustainable merchandising Khrushchev impractical,S1,S2,electra,electra_has_a_mouth,-55.10920715332031,-198.45162963867188,-41.86006152629852,-26.30921828790997,-40.41097259521485,-161.99977111816406,-44.30692905187607,-25.9093717644173,-56.7396125793457,-144.8861846923828,-44.712944388389595,-64.54305656329961,10
response_button_text,98,resp6,Very confident,3149.0,set 1,Vishnu assailant underestimating thinned inventories fuelling unjustified trimming,You still makes a complicated but from here,S2,S1,roberta_has_a_mouth,roberta,-170.4455108642578,-70.08068084716797,-44.83307229859929,-63.7812933921814,-139.10435485839844,-54.090065002441406,-46.10162969584053,-63.93165874481201,-167.45777893066406,-62.08108520507813,-30.182769646860837,-64.93460130691528,10
response_button_text,99,resp1,Very confident,8271.0,set 1,And how long you have the rest up,Funny how organically everything thrives in steaming comfy,S1,S2,roberta,roberta_has_a_mouth,-57.59289169311523,-92.69071197509766,-38.213038682937615,-39.044672606622036,-39.12641906738281,-77.27667999267578,-34.76605296134949,-35.64381833188236,-51.99746704101562,-108.43922424316406,-45.005568504333496,-17.31651785293434,10
response_button_text,100,resp6,Very confident,3019.0,set 1,Siegfried oftentimes drowns reproducing insecurities simulating needy ache,You have never place others in the comments,S2,S1,roberta_has_a_mouth,roberta,-162.93978881835938,-67.14144897460939,-41.69693594365732,-57.330198019742966,-124.8705825805664,-44.442630767822266,-50.97020609592437,-51.93650823831558,-152.53762817382812,-53.0625114440918,-22.619082041928767,-58.18825849145651,10
response_button_text,101,resp6,Very confident,3381.0,set 1,Was slaying vandalism if propagating anarchism eluded psilocybin,I know this is what random now for,S2,S1,electra_has_a_mouth,electra,-173.59051513671875,-58.50268936157226,-28.6289123041297,-48.183778379112475,-142.33494567871094,-45.23140335083008,-28.660408664378338,-49.85368638113141,-123.3507843017578,-59.39308547973633,-54.966987815951136,-54.12486031744629,10
response_button_text,102,resp6,Very confident,7430.0,set 1,how you on want drink much to Depends,Depends on how much you want to drink,C2,C1,all,all,-83.9493179321289,-51.19259262084961,-63.44728708639741,-4.277296812488203,-64.86836242675781,-25.37106132507324,-73.48796319961549,-7.161048857931746,-79.26526641845703,-44.5027961730957,-63.26544046401978,-3.7620800439035516,10
response_button_text,103,resp3,Somewhat confident,8350.0,set 1,You had to work for me like that,I aspire to internships at sites like that,S1,S2,bert,bert_has_a_mouth,-43.43391036987305,-56.9821891784668,-21.599858878180385,-9.110769320643158,-28.571979522705078,-47.24300765991211,-17.428877353668213,-15.170214321580715,-48.37718963623047,-59.11872863769531,-22.53093498945236,-15.841031073126945,10
response_button_text,104,resp1,Very confident,4671.0,set 1,Only to be in the true human love,Yea you look unresponsive a Walt Disney schizophrenic,S1,S2,bert,bert_has_a_mouth,-51.0577621459961,-115.5947265625,-34.768531054258354,-13.891007437912776,-40.236244201660156,-79.94446563720703,-29.603261470794678,-19.032388594547232,-54.72097778320313,-100.303466796875,-29.369290992617607,-53.160489533096545,10
response_button_text,105,resp1,Very confident,4001.0,set 1,He is also for giving back to music,Correspondent severely beaten for drawing attention to indistinguishable,S1,S2,bert,bert_has_a_mouth,-50.282981872558594,-109.08776092529295,-30.28443717956543,-12.253294155554554,-40.33814239501953,-78.79585266113281,-38.17184370756149,-45.77961651280202,-50.68199157714844,-87.53553009033203,-24.954377979040146,-32.46576540439855,10
response_button_text,106,resp4,Somewhat confident,28282.0,set 1,I hope you and your husband is safe,We hope mama and smelly grandpa feel better,S1,S2,roberta,roberta_has_a_mouth,-43.35469436645508,-72.66387939453125,-20.487247711978853,-23.93721280246973,-31.026390075683594,-57.34970092773438,-15.6798614859581,-31.52139249444008,-45.75764846801758,-79.69470977783203,-19.349862813949585,-6.4427525186911225,10
response_button_text,107,resp6,Very confident,63524.0,set 1,I incidentally devise a loophole to speculate about,I will have a lot to talk about,S2,S1,electra_has_a_mouth,electra,-87.3420181274414,-42.94390869140625,-8.020377116620692,-13.495396546306438,-66.05286407470703,-21.221342086791992,-6.058724497735965,-8.287031366955487,-71.39594268798828,-38.79407119750977,-40.16318413615228,-9.850463574402967,10
response_button_text,108,resp1,Very confident,5842.0,set 1,Jenna forget with her mom and frustrations me,Neighbours misinterpreting opportunistic disapproves indistinguishable unsatisfactory schizophrenic gastrointestinal,S1,S2,bert,bert_has_a_mouth,-68.80867004394531,-340.4822998046875,-87.4173498749733,-16.51419097302221,-60.686912536621094,-214.4752197265625,-69.06249728798865,-28.060893238032012,-79.885498046875,-166.56661987304688,-52.51412052661181,-60.449702003807936,10
response_button_text,109,resp1,Very confident,2527.0,set 1,I was help that no one knew it,Rebellion doubly abound oftentimes because everyone tries allegation,S1,S2,electra,electra_has_a_mouth,-51.94306564331055,-102.25153350830078,-39.555457131937146,-37.613314361078665,-37.28709411621094,-95.04705047607422,-41.44132139207795,-24.960557249607522,-55.68846893310547,-109.57769012451172,-39.88697273749858,-71.11665178369731,10
response_button_text,110,resp5,Confident,3769.0,set 1,Brezhnev behaves like absent decorating symbolizes misplaced affections,So we said here really talked about it,S2,S1,electra_has_a_mouth,electra,-134.50657653808594,-57.59686660766602,-30.392108568591084,-41.50419441796839,-104.3385238647461,-41.394020080566406,-25.984469221293693,-51.323508856818066,-116.1612319946289,-57.01448822021485,-51.66405374143506,-44.15143910050392,10
response_button_text,111,resp1,Very confident,4075.0,set 1,We would like to give you for here,Churches presume repressed homeowners emigrate decimated whomever alienated,S1,S2,electra,electra_has_a_mouth,-53.41177368164063,-161.99832153320312,-35.34874962083995,-45.654422508610885,-33.853225708007805,-123.72479248046876,-35.61390212923288,-20.860016159713272,-45.60058212280274,-133.76548767089844,-30.16212902264669,-64.63854052871466,10
response_button_text,112,resp1,Very confident,3974.0,set 1,This there would be a forum with her,Bastille there shall be emphatic condescending courting nevertheless,S1,S2,roberta,roberta_has_a_mouth,-55.63641738891602,-117.0604019165039,-37.61424095928669,-29.60653444773925,-41.15632629394531,-93.93164825439452,-37.061532502993934,-29.706057158531625,-54.37128829956055,-112.76853942871094,-49.84090449288488,-24.90121266897768,10
response_button_text,113,resp1,Very confident,4822.0,set 1,I may as well be it for you,Dole might as well postpone voting for Romney,S1,S2,electra,electra_has_a_mouth,-44.71928024291992,-73.92961883544922,-18.367058563744646,-12.233868996289857,-29.12406349182129,-50.6932487487793,-20.81561138274264,-5.550713098142296,-46.26868438720703,-68.09640502929689,-26.270439523621462,-24.742965760640804,10
response_button_text,114,resp6,Very confident,3422.0,set 1,Correspondent would know what to make of telegram,We would know what to make of it,S2,S1,bert_has_a_mouth,bert,-84.7412338256836,-43.33773040771485,-7.643390230059936,-11.126582532422617,-48.33591079711914,-24.757648468017567,-33.09647605009377,-10.089657366741447,-69.09368896484375,-44.04936981201172,-9.867908232612537,-13.84194631158607,10
response_button_text,115,resp6,Very confident,1761.0,set 1,Fahrenheit Tyrannosaurus disproportionately acknowledgment vulnerabilities schizophrenic indistinguishable unsatisfactory,Open a key by using a document command,S2,S1,bert_has_a_mouth,bert,-353.13037109375,-56.36208724975586,-11.853261630532472,-46.646806478500366,-249.8266448974609,-45.07337188720703,-16.75971508935973,-35.635604441165924,-146.2833251953125,-56.210350036621094,-105.9055155572132,-42.13243556022643,10
response_button_text,116,resp4,Somewhat confident,8350.0,set 1,Hotchkiss was illiterate desiring to relive modern times,We was not enough to have that man,S2,S1,electra_has_a_mouth,electra,-105.104736328125,-53.35580825805664,-8.962769295567343,-48.814233627170324,-88.41388702392578,-37.33598327636719,-18.171267081401307,-45.64093107939697,-101.41160583496094,-55.575233459472656,-20.486940923554357,-52.01530306041241,10
response_button_text,117,resp1,Very confident,4271.0,set 1,Horse flies can be absolute bastards in Ireland,can Horse Ireland be in flies absolute bastards,C1,C2,all,all,-69.74488067626953,-88.77860260009766,-47.4734594412148,-81.26319479942322,-57.12421798706055,-77.17557525634766,-39.419567234814174,-70.27700710296631,-68.30767059326172,-92.58270263671876,-23.771409012377266,-86.63130211830139,10
response_button_text,118,resp2,Confident,4058.0,set 1,The milk is very boot but not lighter,Tyrannosaurus psilocybin Brezhnev downright irresponsible unjustified impulsive caricatures,S1,S2,electra,electra_has_a_mouth,-67.07005310058594,-235.43539428710938,-53.49616837501526,-11.451912278707256,-53.2458610534668,-185.0702209472656,-58.870624363422394,-32.02950657607289,-68.02816009521484,-159.0637969970703,-54.81160110235214,-40.720148125867134,10
response_button_text,119,resp5,Confident,5056.0,set 1,Witnesses watched surgeons render schizophrenic into thirsty drinker,I am that in now with your people,S2,S1,bert_has_a_mouth,bert,-118.19569396972656,-50.81803894042969,-23.246071085159198,-42.576310915872455,-89.664306640625,-38.97441101074219,-49.80944434646517,-42.32964044809341,-95.75813293457031,-57.1850471496582,-36.34072750294582,-48.332783738151186,10
response_button_text,120,resp2,Confident,3892.0,set 1,The really makes people feel lonely and wonderful,Brezhnev incursions lamenting Piccadilly blatantly unethical blatant precautionary,S1,S2,electra,electra_has_a_mouth,-66.81491851806639,-212.6554107666016,-59.065677754580975,-30.68698512801393,-44.50164794921875,-185.7926025390625,-48.807060718536384,-25.61025958183745,-56.76787185668945,-156.12477111816406,-55.80956800282002,-77.63353183650906,10
response_button_text,121,resp5,Confident,4255.0,set 1,Samuel assumed carriages equaled symmetrical rules almighty decreed,The one goes a scream for a woman,S2,S1,roberta_has_a_mouth,roberta,-110.35218811035156,-63.06632614135742,-68.61812501861186,-51.832762598991394,-99.6747055053711,-43.68714141845703,-94.50316572189331,-45.18388867378235,-128.01254272460938,-57.60829544067383,-19.79412917848822,-52.52162045240402,10
response_button_text,122,resp4,Somewhat confident,9511.0,set 1,Angeles weaponry for the first time in history,Hail snows on christmas first uplift in weeks,S1,S2,roberta,roberta_has_a_mouth,-56.57763671875,-94.62899017333984,-33.38994187489152,-49.89323931571562,-48.85955047607422,-68.66624450683594,-38.61356601887383,-66.41785502433778,-50.23857879638672,-95.7932586669922,-40.085983946919434,-16.669041287153963,10
response_button_text,123,resp1,Very confident,5848.0,set 1,I should have the answer to the question,Atheists dearly cherish the answer to that caveat,S1,S2,electra,electra_has_a_mouth,-47.23887634277344,-93.39591979980469,-14.6748158717528,-7.883144152205205,-24.3410758972168,-63.17376708984375,-14.580602925270796,-7.447965181665496,-40.76710891723633,-76.00548553466797,-15.317566148936749,-31.226987250673126,10
response_button_text,124,resp1,Very confident,3317.0,set 1,Because you have to bend at the waist,have you the to waist Because bend at,C1,C2,all,all,-48.80521774291992,-80.80329132080078,-6.962060006917454,-73.6560173034668,-30.42827033996582,-63.13516235351562,-12.049588546156885,-58.42097091674805,-46.27768325805664,-79.4832763671875,-7.987358867190777,-70.9492039680481,10
response_button_text,125,resp5,Confident,2928.0,set 1,Brezhnev vouchers prescribe remedies jeopardizing a nonviolent voucher,This is a story of the the world,S2,S1,electra_has_a_mouth,electra,-191.15447998046875,-46.18468856811523,-0.5702932549927482,-32.09258950129151,-139.93177795410156,-27.19399642944336,-9.71293387919377,-26.743229523301125,-119.2088851928711,-44.83712005615234,-76.35596811509457,-29.86226712539792,10
response_button_text,126,resp2,Confident,3363.0,set 1,The best of point many I was lost,Brezhnev eyewitness webpage noted psilocybin cocktails brewed worldwide,S1,S2,electra,electra_has_a_mouth,-65.67445373535156,-165.46888732910156,-64.33339107036589,-17.1356763804597,-51.61981964111328,-131.04473876953122,-64.3596510887146,-36.54988140612841,-67.72467803955078,-124.67321014404295,-63.46066272258759,-58.172538893388264,10
response_button_text,127,resp6,Very confident,3549.0,set 1,Vegas has to go one strait or another,It used to be one way or another,S2,S1,roberta_has_a_mouth,roberta,-64.00858306884766,-42.25864791870117,-21.97807078126061,-11.013392039807513,-47.8211669921875,-23.836414337158203,-38.269142847508185,-6.8721338708419335,-62.61453247070313,-41.832218170166016,-3.2088626657496206,-7.996055218914987,10
response_button_text,128,resp6,Very confident,4734.0,set 1,Last in Cornwall the here worst was year,Last year was the worst here in Cornwall,C2,C1,all,all,-77.30765533447266,-56.97446823120117,-71.26930975914001,-24.23841978842393,-64.56657409667969,-36.816261291503906,-67.84501934051514,-22.116251796483997,-80.74971771240234,-55.2278938293457,-68.90429306030272,-18.499008601997048,10
response_button_text,129,resp3,Somewhat confident,8352.0,set 1,Each marriage has the summary of many evils,Dry mouth is rarer symptom after removing firewood,S1,S2,bert,bert_has_a_mouth,-57.83505249023438,-86.82337188720703,-49.51107707247138,-8.526071306726976,-50.30731964111328,-78.48640441894531,-43.978347460739315,-22.359518974204544,-67.96637725830078,-85.59864807128906,-52.99785239249468,-31.0159400254488,10
response_button_text,130,resp2,Confident,3833.0,set 1,I am grateful for thank that action here,And including injecting Brezhnev buildup unaccompanied cleanse psilocybin,S1,S2,electra,electra_has_a_mouth,-61.73479843139648,-175.63893127441406,-49.415770931169384,-41.77114913341211,-45.74078369140625,-144.2091064453125,-52.6149744412396,-35.91171514618327,-59.6490249633789,-132.67497253417972,-47.81544851232321,-75.499417765197,10
response_button_text,131,resp5,Confident,5208.0,set 1,Evolution outweighs whomever you visualize reproduces downside creationism,That is what I worked a line with,S2,S1,electra_has_a_mouth,electra,-120.7807159423828,-51.25591659545898,-39.64594912502298,-30.60816216468811,-103.90364074707031,-34.82522964477539,-24.26779017507215,-31.94892081618309,-115.6398696899414,-55.08684921264648,-51.31976169510745,-43.174128115177155,10
response_button_text,132,resp1,Very confident,4046.0,set 1,It is a common study of these semantics,Slavery was oftentimes disproportionately schizophrenic from institutionalized reform,S1,S2,bert,bert_has_a_mouth,-44.42327880859375,-139.022216796875,-34.051852867007256,-16.723391049906922,-38.832275390625,-103.10106658935548,-34.21378042548895,-25.51078008753939,-55.63240051269531,-102.82221221923828,-43.46530570089817,-33.93826482797885,10
response_button_text,1,resp6,Very confident,20342.0,set 1,Neighbours unsatisfactory gastrointestinal acknowledgment misunderstood indistinguishable schizophrenic disproportionately,I understand what life was about just that,S2,S1,bert_has_a_mouth,bert,-362.3968811035156,-54.61736297607422,-4.913071523187738,-56.070353507995605,-200.55845642089844,-36.27371597290039,-36.565014206818226,-33.85205745697021,-142.35362243652344,-59.59344100952149,-93.67694517138443,-54.529780864715576,11
response_button_text,2,resp1,Very confident,10953.5,set 1,I found so many in things and called,Khrushchev schizophrenic so far disproportionately goldfish fished alone,S1,S2,bert,bert_has_a_mouth,-55.89053344726562,-162.30943298339844,-55.13984280824661,-22.83665660842803,-43.49318313598633,-122.49903106689452,-43.51915854215622,-42.769298116701975,-62.16015625,-117.7053451538086,-50.99733433127403,-63.458156272536144,11
response_button_text,3,resp6,Very confident,12735.700000000186,set 1,lose that are screams they Almost to going,Almost screams that they are going to lose,C2,C1,all,all,-85.82693481445312,-54.60960388183594,-78.75373363494873,-24.00999653635517,-69.00955963134766,-37.75152969360352,-81.10960721969604,-24.62673968053423,-86.77354431152344,-56.738746643066406,-81.10527992248534,-26.30304543512466,11
response_button_text,4,resp6,Very confident,11635.200000000186,set 1,Stravinsky cupboard nanny contented burglar babysitting unsupervised bathtub,In most other high priority packages were affected,S2,S1,roberta_has_a_mouth,roberta,-194.85223388671875,-66.98735046386719,-23.57077662071243,-64.64759421348572,-138.82559204101562,-52.74976348876953,-47.54101729672402,-51.07933473587036,-164.70449829101562,-61.59902954101562,-21.858438374460093,-71.13219738006592,11
response_button_text,5,resp2,Confident,11519.199999999255,set 1,It is also known to place the breakdown,This accomplishes intrinsically rewarding conceiving conferring nurturing youngsters,S1,S2,electra,electra_has_a_mouth,-53.20234298706055,-137.28829956054688,-36.36834795027971,-20.279053312231554,-37.68600082397461,-107.76414489746094,-34.94737374735996,-16.024353593587875,-58.58417510986328,-107.73313903808594,-43.50126919150353,-65.36767223477364,11
